id,idLoan,txtTranType,amtPrin,amtInt,dtPost,dtEffect,dtReverse,created_at,updated_at
71660683,B018074006-04,pay,0.00,-157.34,2024-04-25,2024-04-25,,2024-04-25,2024-04-25
57568241,B000100944-01,pay,-539.21,539.21,2022-10-04,2022-10-04,,2022-10-04,2022-10-04
72058269,C04087968B-05,pay,-9.17,-93.74,2024-05-09,2024-05-09,,2024-05-09,2024-05-09
70861254,D0423E1CE4-01,pay,-13.93,-140.02,2024-03-27,2024-03-27,,2024-03-27,2024-03-27
68816973,D0423E1CE4-01,pay,-5.07,-148.88,2024-01-17,2024-01-17,,2024-01-17,2024-01-17
61021162,60128FE724-01,pay,0.00,-40.00,2023-03-02,2023-03-02,,2023-03-01,2023-03-01
64719198,7000811797-04,pay,-20.62,-406.90,2023-08-21,2023-08-21,,2023-08-21,2023-08-21
69649956,C0036C9286-01,pay,-14.25,-104.14,2024-02-14,2024-02-14,,2024-02-14,2024-02-14
64828028,600228E909-01,pay,-27.97,-82.68,2023-08-25,2023-08-25,,2023-08-25,2023-08-25
66210850,106731136F-02,pay,0.00,-218.13,2023-10-16,2023-10-16,,2023-10-16,2023-10-16
63628667,D004700527-01,pay,-39.01,-70.33,2023-07-06,2023-07-06,,2023-07-06,2023-07-06
65088356,106731136F-02,pay,0.00,-218.13,2023-09-05,2023-09-05,,2023-09-05,2023-09-05
72022372,304BF5E00D-01,pay,0.00,-134.48,2024-05-08,2024-05-08,,2024-05-08,2024-05-08
67687029,803AD2FB78-16,pay,-53.79,-51.57,2023-12-08,2023-12-08,,2023-12-08,2023-12-08
72171852,300B365D72-01,pay,0.00,-77.62,2024-05-13,2024-05-10,,2024-05-13,2024-05-13
40553671,00039408BA-05,pay,-16.80,-68.56,2019-12-27,2019-12-27,,2019-12-27,2019-12-27
72109785,D0432D3B8C-01,pay,-27.98,-65.12,2024-05-10,2024-05-10,,2024-05-10,2024-05-10
40998354,00039408BA-05,pay,-23.25,-62.11,2020-01-24,2020-01-24,,2020-01-24,2020-01-24
41001123,2000C1E5D4-21,pay,-117.38,-13.89,2020-01-24,2020-01-24,,2020-01-24,2020-01-24
68756033,0012CE6043-02,pay,0.00,-152.19,2024-01-16,2024-01-16,,2024-01-16,2024-01-16
69942179,90464A4A42-03,pay,-7.95,-137.35,2024-02-23,2024-02-23,,2024-02-23,2024-02-23
70004313,0012CE6043-02,pay,-12.05,-140.14,2024-02-26,2024-02-26,,2024-02-26,2024-02-26
52463124,9009BA005B-04,pay,-44.86,-41.05,2022-01-20,2022-01-20,,2022-01-20,2022-01-20
53112634,300182EB98-01,pay,-475.18,-89.31,2022-03-04,2022-03-04,,2022-02-22,2022-02-22
49883588,300182EB98-01,pay,-4.84,-122.72,2021-09-17,2021-09-17,,2021-09-17,2021-09-17
71865153,607DC2ABFA-01,pay,-13.03,-131.79,2024-05-02,2024-05-02,,2024-05-02,2024-05-02
40046216,C031E324F7-02,pay,0.00,-144.40,2019-11-26,2019-11-26,,2019-11-26,2019-11-26
42845590,C031E324F7-02,pay,0.00,-30.00,2020-06-09,2020-06-09,,2020-06-05,2020-06-05
47584064,E002F80991-01,pay,-34.07,-130.38,2021-05-03,2021-05-03,,2021-05-03,2021-05-03
69308099,300050F890-02,pay,-35.58,-76.90,2024-02-02,2024-02-02,,2024-02-02,2024-02-02
71817013,205B34283E-04,pay,-31.62,-259.25,2024-05-01,2024-05-01,,2024-05-01,2024-05-01
71703284,8083BAFC6A-01,pay,0.00,-144.04,2024-04-26,2024-04-26,,2024-04-26,2024-04-26
72860581,7084305E33-01,pay,-41.98,-41.60,2024-06-07,2024-06-07,,2024-06-07,2024-06-07
48298422,E008334EBA-01,pay,0.00,-120.52,2021-06-24,2021-06-24,,2021-06-24,2021-06-24
69746204,D08D19BF26-03,pay,-2.77,-47.64,2024-02-16,2024-02-16,,2024-02-16,2024-02-16
73433049,D00C3C17AA-01,pay,-22.31,-125.78,2024-06-28,2024-06-28,,2024-06-28,2024-06-28
68507134,D08D19BF26-03,pay,-1.70,-48.71,2024-01-05,2024-01-05,,2024-01-05,2024-01-05
69320867,8083BAFC6A-01,pay,0.00,-144.04,2024-02-02,2024-02-02,,2024-02-02,2024-02-02
72478534,D08D19BF26-03,pay,0.00,-50.41,2024-05-24,2024-05-24,,2024-05-24,2024-05-24
70380811,E06020010A-04,pay,0.00,-141.28,2024-03-08,2024-03-08,,2024-03-08,2024-03-08
68242228,5000CD3BBB-07,pay,0.00,-147.44,2023-12-28,2023-12-27,,2023-12-28,2023-12-28
69177405,5000CD3BBB-07,pay,0.00,-193.32,2024-01-29,2024-01-26,,2024-01-29,2024-01-29
70728022,5000CD3BBB-07,pay,0.00,-232.00,2024-03-21,2024-03-20,,2024-03-21,2024-03-21
67215523,E027DDB2A6-02,pay,-85.73,-48.33,2023-11-22,2023-11-22,,2023-11-22,2023-11-22
68705690,D0006B5EA5-03,pay,-39.66,-36.27,2024-01-12,2024-01-12,,2024-01-12,2024-01-12
70761847,D08856CDCF-02,pay,-16.40,-98.87,2024-03-22,2024-03-22,,2024-03-22,2024-03-22
72658794,D08856CDCF-02,pay,0.00,-115.27,2024-05-31,2024-05-31,,2024-05-31,2024-05-31
42428849,6001670FC3-01,pay,-15.98,-44.30,2020-05-01,2020-05-01,,2020-05-01,2020-05-01
67106731,A04460D528-03,pay,0.00,-134.19,2023-11-17,2023-11-17,,2023-11-17,2023-11-17
73427283,A04460D528-03,pay,-95.24,-59.78,2024-06-28,2024-06-28,,2024-06-28,2024-06-28
53300549,8008E9A8B5-01,pay,-500.00,-171.90,2022-03-03,2022-03-02,,2022-03-03,2022-03-03
39219431,5003E96FFD-01,pay,-15.05,-40.27,2019-10-04,2019-10-04,,2019-10-04,2019-10-04
41884281,5003E96FFD-01,pay,-12.35,-42.97,2020-03-20,2020-03-20,,2020-03-20,2020-03-20
70924435,3040B34B5F-01,pay,-22.60,-103.86,2024-03-29,2024-03-29,,2024-03-29,2024-03-29
71070092,7005D1ED2F-01,pay,0.00,-155.94,2024-04-03,2024-04-03,,2024-04-03,2024-04-03
73223929,3040B34B5F-01,pay,-63.52,-62.94,2024-06-21,2024-06-21,,2024-06-21,2024-06-21
44745951,40004C9F80-01,pay,0.00,-211.71,2020-11-10,2020-10-31,,2020-11-10,2020-11-10
39652557,40004C9F80-01,pay,0.00,-181.42,2019-11-01,2019-11-01,,2019-11-01,2019-11-01
66997569,A07AA06722-09,pay,0.00,-84.21,2023-11-16,2023-11-16,,2023-11-13,2023-11-13
73419749,606CDF0FE2-04,pay,-21.77,-131.06,2024-06-28,2024-06-28,,2024-06-28,2024-06-28
71920378,C003533B1D-02,pay,-6.51,-80.99,2024-05-03,2024-05-03,,2024-05-03,2024-05-03
53557736,2000C1E5D4-22,pay,-53.06,-4.10,2022-03-18,2022-03-18,,2022-03-18,2022-03-18
52769493,2000C1E5D4-22,pay,-47.44,-9.72,2022-02-04,2022-02-04,,2022-02-04,2022-02-04
60597746,300B7561D7-07,pay,-4.38,-132.67,2023-02-10,2023-02-10,,2023-02-10,2023-02-10
70537830,205C912FEF-02,pay,0.00,-150.71,2024-03-15,2024-03-15,,2024-03-15,2024-03-15
50856665,7000EA4641-01,pay,-88.40,-369.27,2021-11-02,2021-11-01,,2021-11-02,2021-11-02
45781021,70A2DEE4D7-01,pay,-159.75,0.00,2021-01-08,2021-01-08,,2021-01-08,2021-01-08
45504056,70A2DEE4D7-01,pay,-159.75,0.00,2020-12-28,2020-12-28,,2020-12-28,2020-12-28
73606248,70514D04A1-04,pay,-8.83,-130.88,2024-07-05,2024-07-05,,2024-07-05,2024-07-05
71629363,A0A909C391-01,pay,-10.88,-112.65,2024-04-24,2024-04-24,,2024-04-24,2024-04-24
73627846,E034990A89-01,pay,0.00,-142.39,2024-07-05,2024-07-05,,2024-07-05,2024-07-05
73627815,E00A5A5C45-03,pay,-81.78,-173.14,2024-07-05,2024-07-05,,2024-07-05,2024-07-05
73612291,9037578413-01,pay,0.00,-157.09,2024-07-05,2024-07-05,,2024-07-05,2024-07-05
72054820,800BF2FBCC-01,pay,-11.06,-133.61,2024-05-09,2024-05-09,,2024-05-09,2024-05-09
73609164,800BF2FBCC-01,pay,-13.27,-131.40,2024-07-05,2024-07-05,,2024-07-05,2024-07-05
42674082,90066335FD-10,pay,-55.53,0.00,2020-05-22,2020-05-22,,2020-05-22,2020-05-22
68084960,A0AB23ECDA-01,pay,0.00,-166.14,2023-12-22,2023-12-22,,2023-12-22,2023-12-22
73691084,10667D0486-02,pay,-9.75,-64.59,2024-07-08,2024-07-08,,2024-07-08,2024-07-08
73694519,A0AB23ECDA-01,pay,-151.88,0.00,2024-07-08,2024-07-08,,2024-07-08,2024-07-08
73167911,7051CE0A0A-01,pay,0.00,-140.50,2024-06-20,2024-06-20,,2024-06-20,2024-06-20
61130869,3005607812-01,pay,-62.78,-95.97,2023-03-06,2023-03-06,,2023-03-06,2023-03-06
73382244,9042C2D7C1-01,pay,0.00,-91.34,2024-06-27,2024-06-27,,2024-06-27,2024-06-27
73556378,7051CE0A0A-01,pay,0.00,-140.50,2024-07-03,2024-07-03,,2024-07-03,2024-07-03
73557909,9016DEC42E-01,pay,-13.34,-130.80,2024-07-03,2024-07-03,,2024-07-03,2024-07-03
73621635,C08827FF09-03,pay,-35.00,-167.77,2024-07-05,2024-07-05,,2024-07-05,2024-07-05
70290524,601E41CAB1-09,pay,0.00,-94.92,2024-03-06,2024-03-06,,2024-03-06,2024-03-06
73588092,104FFADA35-01,pay,-10.17,-149.59,2024-07-05,2024-07-05,,2024-07-05,2024-07-05
46718867,001B46A7C5-04,pay,-3.67,-51.69,2021-03-05,2021-03-05,,2021-03-05,2021-03-05
44173417,B002C1B144-10,pay,-40.44,-16.11,2020-10-02,2020-10-02,,2020-10-02,2020-10-02
69079497,007C08C413-05,pay,0.00,-172.22,2024-01-26,2024-01-26,,2024-01-26,2024-01-26
73695658,D02FD5B460-01,pay,0.00,-176.20,2024-07-08,2024-07-08,,2024-07-08,2024-07-08
52902889,3000F94071-01,pay,0.00,-79.33,2022-02-11,2022-02-11,,2022-02-11,2022-02-11
73591138,204537C953-01,pay,-198.33,0.00,2024-07-05,2024-07-05,,2024-07-05,2024-07-05
73685856,C00D22B025-01,pay,-187.57,-25.18,2024-07-08,2024-07-08,,2024-07-05,2024-07-05
73627905,E08961D64D-01,pay,-38.00,-140.85,2024-07-05,2024-07-05,,2024-07-05,2024-07-05
69743312,C07181E8CB-03,pay,0.00,-129.01,2024-02-16,2024-02-16,,2024-02-16,2024-02-16
70162078,C07181E8CB-03,pay,-2.18,-126.83,2024-03-01,2024-03-01,,2024-03-01,2024-03-01
59561475,F003A02483-02,pay,-288.61,-40.01,2022-12-28,2022-12-27,,2022-12-28,2022-12-28
72870959,C07181E8CB-03,pay,-15.61,-113.40,2024-06-07,2024-06-07,,2024-06-07,2024-06-07
73703105,C07181E8CB-03,pay,-587.12,0.00,2024-07-08,2024-07-05,,2024-07-08,2024-07-08
73621616,C07181E8CB-03,pay,-21.61,-107.40,2024-07-05,2024-07-05,,2024-07-05,2024-07-05
43952887,0004E2C54D-01,pay,-105.67,-137.34,2020-09-17,2020-09-17,,2020-09-17,2020-09-17
60281339,B002B6DBD7-01,pay,-4.10,-49.92,2023-01-27,2023-01-27,,2023-01-27,2023-01-27
59294349,B002B6DBD7-01,pay,-2.45,-51.57,2022-12-16,2022-12-16,,2022-12-16,2022-12-16
63825947,B002B6DBD7-01,pay,-32.40,-21.62,2023-07-14,2023-07-14,,2023-07-14,2023-07-14
49416431,E00704BAFB-01,pay,-178.49,0.00,2021-08-26,2021-08-26,,2021-08-26,2021-08-26
35479078,80007A5376-01,pay,-789.26,-125.55,2019-03-22,2019-03-22,,2019-03-21,2019-03-21
41880283,200616B895-03,pay,-38.91,-100.82,2020-03-20,2020-03-20,,2020-03-20,2020-03-20
65743243,501BCAC109-01,pay,0.00,-118.87,2023-09-29,2023-09-29,,2023-09-29,2023-09-29
68673246,501BCAC109-01,pay,0.00,-61.45,2024-01-11,2024-01-10,,2024-01-11,2024-01-11
70641665,B002E23405-01,pay,-234.78,-56.73,2024-03-19,2024-03-19,,2024-03-18,2024-03-18
73173981,B018074006-04,pay,0.00,-157.34,2024-06-20,2024-06-20,,2024-06-20,2024-06-20
43001445,80147944F4-06,pay,-47.44,-90.74,2020-06-25,2020-06-25,,2020-06-25,2020-06-25
69527160,602F31C8FE-01,pay,-4.66,-149.00,2024-02-09,2024-02-09,,2024-02-09,2024-02-09
73618362,B018074006-04,pay,0.00,-157.34,2024-07-05,2024-07-05,,2024-07-05,2024-07-05
68001970,D0423E1CE4-01,pay,-3.59,-150.36,2023-12-20,2023-12-20,,2023-12-20,2023-12-20
70165084,D0386F7D53-05,pay,-41.00,-105.86,2024-03-01,2024-03-01,,2024-03-01,2024-03-01
69949308,C08CF32B21-01,pay,-7.39,-102.91,2024-02-23,2024-02-23,,2024-02-23,2024-02-23
73560930,D0423E1CE4-01,pay,-52.75,-101.20,2024-07-03,2024-07-03,,2024-07-03,2024-07-03
72084440,106974C91E-01,pay,-5.12,-53.43,2024-05-10,2024-05-10,,2024-05-10,2024-05-10
73588113,106974C91E-01,pay,-10.20,-48.35,2024-07-05,2024-07-05,,2024-07-05,2024-07-05
67824576,10A071FAA7-01,pay,-21.59,-32.22,2023-12-14,2023-12-14,,2023-12-14,2023-12-14
73588150,10A071FAA7-01,pay,-20.60,-37.15,2024-07-05,2024-07-05,,2024-07-05,2024-07-05
73004426,9069EC487A-01,pay,-26.13,-83.52,2024-06-13,2024-06-13,,2024-06-13,2024-06-13
47521272,400A127442-03,pay,-8.66,-127.94,2021-04-29,2021-04-29,,2021-04-29,2021-04-29
49557185,400A127442-03,pay,-37.39,-99.21,2021-09-02,2021-09-02,,2021-09-02,2021-09-02
67800915,9069EC487A-01,pay,-45.21,-64.44,2023-12-13,2023-12-13,,2023-12-13,2023-12-13
71390694,9069EC487A-01,pay,-6.74,-102.91,2024-04-15,2024-04-15,,2024-04-15,2024-04-15
64133846,600228E909-01,pay,-19.82,-90.83,2023-07-28,2023-07-28,,2023-07-28,2023-07-28
70061116,C0036C9286-01,pay,-16.93,-101.46,2024-02-28,2024-02-28,,2024-02-28,2024-02-28
70479052,C0036C9286-01,pay,-27.13,-91.26,2024-03-13,2024-03-13,,2024-03-13,2024-03-13
72920545,304BF5E00D-01,pay,0.00,-134.48,2024-06-10,2024-06-10,,2024-06-10,2024-06-10
68145356,106731136F-02,pay,-19.24,-198.89,2023-12-26,2023-12-26,,2023-12-26,2023-12-26
54555620,7003D983B7-05,pay,-54.28,-96.61,2022-05-13,2022-05-13,,2022-05-13,2022-05-13
60902433,600228E909-01,pay,-30.10,-80.55,2023-02-24,2023-02-24,,2023-02-24,2023-02-24
72049701,20608F290A-07,pay,0.00,-286.55,2024-05-09,2024-05-09,,2024-05-09,2024-05-09
73560158,C0036C9286-01,pay,-55.89,-62.50,2024-07-03,2024-07-03,,2024-07-03,2024-07-03
73691822,304BF5E00D-01,pay,0.00,-134.48,2024-07-08,2024-07-08,,2024-07-08,2024-07-08
73591164,20608F290A-07,pay,0.00,-286.55,2024-07-05,2024-07-05,,2024-07-05,2024-07-05
69308109,300B365D72-01,pay,0.00,-55.86,2024-02-02,2024-02-02,,2024-02-02,2024-02-02
53609786,D009CF4E45-05,pay,-771.68,-301.49,2022-04-15,2022-04-15,,2022-03-18,2022-03-18
73609196,803AD2FB78-16,pay,-94.22,-11.14,2024-07-05,2024-07-05,,2024-07-05,2024-07-05
70739453,305945981C-03,pay,-9.22,-135.75,2024-03-22,2024-03-22,,2024-03-22,2024-03-22
73624725,D0432D3B8C-01,pay,-55.72,-37.38,2024-07-05,2024-07-05,,2024-07-05,2024-07-05
39589016,7003C4E575-01,pay,-12.69,-62.58,2019-10-28,2019-10-28,,2019-10-28,2019-10-28
41166400,7003C4E575-01,pay,-42.22,-33.05,2020-02-03,2020-02-03,,2020-02-03,2020-02-03
60106532,50195F2953-01,pay,0.00,-79.33,2023-01-20,2023-01-20,,2023-01-20,2023-01-20
70369255,90464A4A42-03,pay,-19.06,-126.24,2024-03-08,2024-03-08,,2024-03-08,2024-03-08
71521975,90464A4A42-03,pay,-17.60,-127.70,2024-04-19,2024-04-19,,2024-04-19,2024-04-19
73615304,A02BA3D261-01,pay,-23.18,-123.56,2024-07-05,2024-07-05,,2024-07-05,2024-07-05
69482624,607DC2ABFA-01,pay,-3.52,-141.30,2024-02-08,2024-02-08,,2024-02-08,2024-02-08
73551712,109E30932F-01,pay,-12.37,-149.06,2024-07-03,2024-07-03,,2024-07-03,2024-07-03
73618448,B07A9A252E-13,pay,-63.63,-39.66,2024-07-05,2024-07-05,,2024-07-05,2024-07-05
52620815,3004D7D305-10,pay,-14.07,-122.52,2022-01-28,2022-01-28,,2022-01-28,2022-01-28
65015620,8083BAFC6A-01,pay,0.00,-144.04,2023-09-01,2023-09-01,,2023-09-01,2023-09-01
73624792,D08D19BF26-03,pay,0.00,-50.41,2024-07-05,2024-07-05,,2024-07-05,2024-07-05
73609251,8083BAFC6A-01,pay,-144.04,0.00,2024-07-05,2024-07-05,,2024-07-05,2024-07-05
73606293,7084305E33-01,pay,-59.24,-24.34,2024-07-05,2024-07-05,,2024-07-05,2024-07-05
67887676,E06020010A-04,pay,0.00,-141.28,2023-12-15,2023-12-15,,2023-12-15,2023-12-15
71924727,E06020010A-04,pay,0.00,-141.28,2024-05-03,2024-05-03,,2024-05-03,2024-05-03
71860118,00A7302EF4-01,pay,-11.46,-64.63,2024-05-02,2024-05-02,,2024-05-02,2024-05-02
73609201,80404244B4-03,pay,-9.99,-68.75,2024-07-05,2024-07-05,,2024-07-05,2024-07-05
36102508,9017BCC72A-01,pay,-44.65,-272.67,2019-05-17,2019-05-17,,2019-05-10,2019-05-10
67885352,D0006B5EA5-03,pay,-28.66,-47.27,2023-12-15,2023-12-15,,2023-12-15,2023-12-15
70544981,507E67DDCC-01,pay,0.00,-60.68,2024-03-15,2024-03-15,,2024-03-15,2024-03-15
73329506,C08DF85020-18,pay,-203.36,-55.92,2024-06-25,2024-06-25,,2024-06-25,2024-06-25
73600125,507E67DDCC-01,pay,-10.53,-50.15,2024-07-05,2024-07-05,,2024-07-05,2024-07-05
71523952,A04460D528-03,pay,-42.26,-112.76,2024-04-19,2024-04-19,,2024-04-19,2024-04-19
72652897,A04460D528-03,pay,-68.81,-86.21,2024-05-31,2024-05-31,,2024-05-31,2024-05-31
68404581,60350BDB78-09,pay,-11.88,-129.89,2024-01-03,2024-01-03,,2024-01-03,2024-01-03
71907887,60350BDB78-09,pay,-40.31,-101.46,2024-05-03,2024-05-03,,2024-05-03,2024-05-03
73555559,60350BDB78-09,pay,-75.47,-66.30,2024-07-03,2024-07-03,,2024-07-03,2024-07-03
43167424,5003E96FFD-01,pay,-33.65,-6.32,2020-07-10,2020-07-10,,2020-07-10,2020-07-10
69854414,7005D1ED2F-01,pay,0.00,-155.94,2024-02-21,2024-02-21,,2024-02-21,2024-02-21
66266203,7005D1ED2F-01,pay,-5.66,-150.28,2023-10-18,2023-10-18,,2023-10-18,2023-10-18
73594157,3040B34B5F-01,pay,-75.46,-51.00,2024-07-05,2024-07-05,,2024-07-05,2024-07-05
73597106,40021E8703-02,pay,-68.06,-26.04,2024-07-05,2024-07-05,,2024-07-05,2024-07-05
69641239,A07AA06722-09,pay,0.00,-84.21,2024-02-16,2024-02-16,,2024-02-13,2024-02-13
66630462,A07AA06722-09,pay,0.00,-84.21,2023-11-01,2023-11-01,,2023-10-31,2023-10-31
53084251,F0077C928E-05,pay,-625.37,0.00,2022-02-18,2022-02-16,,2022-02-18,2022-02-18
44541620,000637F0CE-02,pay,-113.65,-103.57,2020-10-29,2020-10-29,,2020-10-29,2020-10-29
64044438,300B7561D7-07,pay,-50.00,0.00,2023-07-24,2023-07-20,,2023-07-24,2023-07-24
73591158,205C912FEF-02,pay,-150.71,0.00,2024-07-05,2024-07-05,,2024-07-05,2024-07-05
73609175,8024A1272C-02,pay,-62.10,-38.94,2024-07-05,2024-07-05,,2024-07-05,2024-07-05
73532907,D049A2EC68-06,pay,-8.30,-86.62,2024-07-02,2024-07-02,,2024-07-02,2024-07-02
69857120,C05465A193-01,pay,0.00,-210.70,2024-02-21,2024-02-21,,2024-02-21,2024-02-21
72086555,20235C6659-01,pay,-4.21,-89.09,2024-05-10,2024-05-10,,2024-05-10,2024-05-10
73029649,003D19DDA0-03,pay,-16.36,-53.96,2024-06-14,2024-06-14,,2024-06-14,2024-06-14
68808847,C08923796A-01,draw,700.00,0.00,2024-01-16,2024-01-16,,2024-01-16,2024-01-16
54384063,2000BE28BB-01,draw,800.00,0.00,2022-05-03,2022-05-03,,2022-05-03,2022-05-03
71501042,D0472B48E1-06,draw,1000.00,0.00,2024-04-18,2024-04-18,,2024-04-18,2024-04-18
67102261,80077BBB22-15,pay,-89.39,-14.45,2023-11-17,2023-11-17,,2023-11-17,2023-11-17
73156119,E003680255-12,pay,-42.17,-46.97,2024-06-24,2024-06-24,,2024-06-18,2024-06-18
70994425,E003680255-12,draw,300.00,0.00,2024-03-29,2024-03-29,,2024-03-29,2024-03-29
69267203,F07D08FD83-07,pay,0.00,-73.86,2024-02-01,2024-02-01,,2024-02-01,2024-02-01
72822354,F07D08FD83-07,pay,-10.62,-63.24,2024-06-06,2024-06-06,,2024-06-06,2024-06-06
68807421,F07D08FD83-07,draw,400.00,0.00,2024-01-16,2024-01-16,,2024-01-16,2024-01-16
64570534,E014C4FC10-01,pay,-5.19,-187.95,2023-08-15,2023-08-15,,2023-08-15,2023-08-15
72373995,E014C4FC10-01,pay,0.00,-193.14,2024-05-21,2024-05-21,,2024-05-21,2024-05-21
64261134,E014C4FC10-01,draw,1000.00,0.00,2023-08-02,2023-08-01,,2023-08-02,2023-08-02
64917248,102EC8981D-04,draw,800.00,0.00,2023-08-28,2023-08-28,,2023-08-28,2023-08-28
64070850,E0005F4976-14,draw,1500.00,0.00,2023-07-25,2023-07-25,,2023-07-25,2023-07-25
72476328,C06E5D21B4-01,pay,-13.28,-134.58,2024-05-24,2024-05-24,,2024-05-24,2024-05-24
47348277,80077BBB22-11,draw,1500.00,0.00,2021-04-15,2021-04-15,,2021-04-15,2021-04-15
66803980,900802A3D5-05,draw,800.00,0.00,2023-11-06,2023-11-03,,2023-11-06,2023-11-06
69208477,402F69B17E-01,draw,800.00,0.00,2024-01-30,2024-01-29,,2024-01-30,2024-01-30
69096188,70675639E3-02,pay,-5.31,-129.09,2024-01-26,2024-01-26,,2024-01-26,2024-01-26
68757097,1056CA8D9A-21,pay,-65.77,-47.72,2024-01-16,2024-01-16,,2024-01-16,2024-01-16
70998880,1056CA8D9A-21,pay,-78.66,-34.83,2024-04-01,2024-04-01,,2024-04-01,2024-04-01
73476802,1056CA8D9A-21,pay,-97.85,-15.64,2024-07-01,2024-07-01,,2024-07-01,2024-07-01
67176118,E062F50A53-01,draw,800.00,0.00,2023-11-20,2023-11-17,,2023-11-20,2023-11-20
67975097,D03BDA5309-04,draw,500.00,0.00,2023-12-18,2023-12-18,,2023-12-18,2023-12-18
70120903,C07C4DB4E1-01,draw,600.00,0.00,2024-02-29,2024-02-29,,2024-02-29,2024-02-29
43266337,A004166470-01,draw,300.00,0.00,2020-07-20,2020-07-20,,2020-07-20,2020-07-20
44468206,6008C58AE4-01,pay,-12.28,-146.50,2020-10-23,2020-10-23,,2020-10-23,2020-10-23
73423551,809B928814-03,pay,0.00,-74.35,2024-06-28,2024-06-28,,2024-06-28,2024-06-28
69035675,809B928814-03,draw,400.00,0.00,2024-01-24,2024-01-23,,2024-01-24,2024-01-24
71793141,F06ABBA328-06,draw,300.00,0.00,2024-04-29,2024-04-29,,2024-04-29,2024-04-29
71531891,E03AF2D827-03,pay,-28.84,-143.29,2024-04-19,2024-04-19,,2024-04-19,2024-04-19
64221140,4005901381-02,draw,600.00,0.00,2023-07-31,2023-07-31,,2023-07-31,2023-07-31
66205151,8096766B84-01,draw,300.00,0.00,2023-10-13,2023-10-13,,2023-10-13,2023-10-13
65828949,E002F80991-03,pay,-16.52,-259.25,2023-10-02,2023-10-02,,2023-10-02,2023-10-02
70088309,50728590B3-01,pay,-67.76,-114.11,2024-02-29,2024-02-29,,2024-02-29,2024-02-29
71000836,3069771B85-01,pay,-28.35,-143.81,2024-04-01,2024-04-01,,2024-04-01,2024-04-01
72451407,0003CA8A65-01,pay,-45.54,-62.20,2024-05-24,2024-05-24,,2024-05-24,2024-05-24
39036849,800A0E4F03-01,draw,300.00,0.00,2019-09-25,2019-09-25,,2019-09-25,2019-09-25
40851141,904F093D2C-02,draw,800.00,0.00,2020-01-13,2020-01-10,,2020-01-13,2020-01-13
68830932,0003CA8A65-01,draw,500.00,0.00,2024-01-17,2024-01-16,,2024-01-17,2024-01-17
67056892,C003EE82E6-03,pay,-2.47,-65.67,2023-11-16,2023-11-16,,2023-11-16,2023-11-16
69536657,A09926E652-01,pay,-4.52,-50.03,2024-02-09,2024-02-09,,2024-02-09,2024-02-09
40332560,800744C26F-01,draw,800.00,0.00,2019-12-12,2019-12-12,,2019-12-12,2019-12-12
66463767,A09926E652-01,draw,300.00,0.00,2023-10-25,2023-10-25,,2023-10-25,2023-10-25
51681593,F00A7DDFD2-03,draw,800.00,0.00,2021-12-10,2021-12-10,,2021-12-10,2021-12-10
64186820,B0070B66EA-16,draw,800.00,0.00,2023-07-28,2023-07-27,,2023-07-28,2023-07-28
55714559,B00FD45CE5-01,draw,800.00,0.00,2022-07-13,2022-07-12,,2022-07-13,2022-07-13
70131392,20711AEA48-08,pay,0.00,-128.52,2024-03-01,2024-03-01,,2024-03-01,2024-03-01
69589546,20711AEA48-08,draw,600.00,0.00,2024-02-09,2024-02-08,,2024-02-09,2024-02-09
70994301,005353BBCC-01,draw,300.00,0.00,2024-03-29,2024-03-28,,2024-03-29,2024-03-29
69888255,A0616B4F75-02,pay,-2.82,-48.75,2024-02-22,2024-02-22,,2024-02-22,2024-02-22
62887943,B001D4D25E-05,draw,800.00,0.00,2023-06-01,2023-05-31,,2023-06-01,2023-06-01
44259215,30085FECE9-05,draw,800.00,0.00,2020-10-08,2020-10-08,,2020-10-08,2020-10-08
71402404,6053B63296-11,draw,1500.00,0.00,2024-04-15,2024-04-12,,2024-04-15,2024-04-15
35320639,80079637F0-01,draw,800.00,0.00,2019-03-07,2019-03-07,,2019-03-07,2019-03-07
39208146,E0619F88BD-01,draw,800.00,0.00,2019-10-03,2019-10-03,,2019-10-03,2019-10-03
59046215,200027B327-01,draw,600.00,0.00,2022-12-06,2022-12-05,,2022-12-06,2022-12-06
67815721,F0425FD3B5-02,draw,600.00,0.00,2023-12-13,2023-12-13,,2023-12-13,2023-12-13
71575469,4057764077-11,pay,-128.55,-98.09,2024-04-22,2024-04-22,,2024-04-22,2024-04-22
62979291,700B05F1BA-03,draw,800.00,0.00,2023-06-05,2023-06-05,,2023-06-05,2023-06-05
56582975,500A936C72-04,draw,800.00,0.00,2022-08-22,2022-08-19,,2022-08-22,2022-08-22
72422963,8083309DF8-02,pay,-5.74,-138.78,2024-05-23,2024-05-23,,2024-05-23,2024-05-23
62468557,40002937BF-01,draw,300.00,0.00,2023-05-11,2023-05-10,,2023-05-11,2023-05-11
68611832,203DCAD556-04,pay,-25.97,-133.69,2024-01-12,2024-01-12,,2024-01-09,2024-01-09
51619009,F00323E519-05,draw,600.00,0.00,2021-12-09,2021-12-08,,2021-12-09,2021-12-09
48971174,E003680255-08,draw,300.00,0.00,2021-08-02,2021-08-02,,2021-08-02,2021-08-02
53208687,D002A3065E-03,draw,400.00,0.00,2022-02-25,2022-02-24,,2022-02-25,2022-02-25
