loan_id,loan_amount,loan_date,loan_status
313ec680-ce53-532c-bcc1-2b635f154eb4,800.0,2020-12-10,Paid Off - Paid In Full
78e833da-8a28-5f11-9e13-8d73d6a646fa,800.0,2021-12-06,Paid Off - Paid In Full
ef97de8c-e3a5-5358-a88b-497d16805a47,800.0,2022-01-20,Paid Off - Paid In Full
0ddbe685-2d2f-5743-8338-336e86c60251,800.0,2022-03-31,Paid Off - Paid In Full
e604a8aa-20d9-5ca9-a922-a0e3d9aac249,1500.0,2023-01-31,Paid Off - Paid In Full
05751449-2b96-5534-a6ef-72ef696ad694,1500.0,2023-11-21,Paid Off - Paid In Full
10bbe3e8-d61f-503d-ad56-f996f9f634fd,500.0,2023-10-16,Paid Off - Paid In Full
8b22b4e4-8fec-5d5d-8e89-2e31c54bb46c,800.0,2022-11-21,Paid Off - Paid In Full
9f926549-fac7-56d5-9eb4-4bf89be22f92,300.0,2022-08-12,Paid Off - Paid In Full
09e8f1ad-b586-58c3-a1ef-7ccf36e27f83,800.0,2020-11-24,Paid Off - Paid In Full
c1456d6f-39f1-504a-8f06-7d13d19eea32,800.0,2021-02-26,Paid Off - Paid In Full
ee3692f1-5429-50c7-9a3e-6a3d9c935fc0,600.0,2020-03-16,Paid Off - Paid In Full
45d511e8-77ec-5fc5-8b8f-0f5650d5d878,300.0,2020-03-19,Paid Off - Paid In Full
1bfc14f8-1ba2-5db2-908b-ebebbd456af0,300.0,2020-09-08,Paid Off - Paid In Full
469cfd21-eec1-53f6-9e63-181ca99f5363,300.0,2020-12-02,Paid Off - Paid In Full
2354fab8-c617-59f5-a100-f9f584803e72,300.0,2022-07-05,Paid Off - Paid In Full
aaff3934-3aa8-5dbb-a63d-a2850bff61d6,600.0,2023-06-08,Paid Off - Paid In Full
202c429d-5494-5abb-8663-385a278f8793,600.0,2022-01-10,Paid Off - Paid In Full
fdb16a38-a71d-563b-9e34-8ca6dd35065c,800.0,2023-10-25,Paid Off - Paid In Full
0fd6c9af-197c-58ec-ab8f-e064d7f738d6,500.0,2022-06-27,Paid Off - Paid In Full
b0d9cd22-c1b1-5d38-91cb-86d65bf9c3dc,500.0,2022-09-23,Paid Off - Paid In Full
7a14ae90-a50d-5c0c-b662-14d6f8026a4b,600.0,2021-12-24,Paid Off - Paid In Full
fc4e89bb-f322-5d3c-801e-c39291dccbf1,1500.0,2024-03-15,Paid Off - Paid In Full
038107cd-a2ff-596d-b32e-8f1c6056e844,800.0,2023-09-26,Paid Off - Paid In Full
a26738a2-bc95-5470-9ea4-96bb899fff8b,800.0,2024-01-02,Paid Off - Paid In Full
0bd75d5f-7782-588b-bd02-8a431f74d8b7,800.0,2024-02-08,Paid Off - Paid In Full
d257e32d-9265-58d4-9559-a0d5e969db29,1000.0,2024-04-18,Open - Repaying
713db8f1-4d43-5088-ac75-6fcc584fe445,600.0,2024-02-05,Paid Off - Paid In Full
44f309e1-368b-5399-8621-c22ca96c251b,300.0,2022-07-25,Paid Off - Paid In Full
c882761d-565d-5072-a105-b924938d6219,800.0,2020-07-27,Paid Off - Paid In Full
7a22cda4-5252-554d-a91b-600381248709,203.65,2024-07-08,Paid Off - Paid In Full
0ea47c40-f4f1-5432-9f41-70e92e6eb655,600.0,2021-01-11,Paid Off - Paid In Full
4956d536-affa-5196-9d8a-2867b725fdc5,600.0,2021-05-28,Paid Off - Paid In Full
e3a74b86-ea70-5ff4-bd42-3728b60ba6f5,300.0,2022-02-23,Closed - Settled in Full
bfdce5fd-7398-5ed4-957a-83960fbb3324,300.0,2024-03-20,Open - Repaying
b4ed6548-8480-51a9-a935-ba90208e0152,600.0,2020-06-16,Paid Off - Paid In Full
c9cfe258-3326-5e11-aead-2872223901fc,700.0,2020-07-15,Paid Off - Paid In Full
bd321686-4a42-5725-ba3c-9a6688d8f596,800.0,2020-10-13,Paid Off - Paid In Full
725a1bcb-e83a-56d8-991b-e47e190ac1c6,800.0,2021-11-02,Paid Off - Paid In Full
81fc5443-03fa-565b-b1dd-1f602ecc0b65,1500.0,2024-01-22,Paid Off - Paid In Full
46191eb2-1922-5412-aa9a-ea35e3ce6250,600.0,2021-03-09,Paid Off - Paid In Full
cec51537-646d-5ce0-810d-8950159ee405,500.0,2021-03-01,Paid Off - Paid In Full
d530e3b9-a8dd-5f2f-874a-f2e085b7bb67,800.0,2021-06-07,Paid Off - Paid In Full
8fdf435f-c33a-5d85-b7bd-a3d27e633bbd,400.0,2022-01-18,Paid Off - Paid In Full
ba777996-1d6f-5c9c-b19c-b8fb1d7dc084,500.0,2022-04-08,Paid Off - Paid In Full
95b981bb-dffa-54c4-83c0-97c5e2402dfb,1500.0,2022-04-26,Paid Off - Paid In Full
c1927bed-49cf-5a22-9724-69d00cb445c0,300.0,2024-01-03,Paid Off - Paid In Full
d8994121-b056-5af8-a3d2-440140d318a8,600.0,2022-10-11,Paid Off - Paid In Full
69d012e5-2065-5b94-ba71-28facfaf790d,300.0,2020-01-07,Paid Off - Paid In Full
4fb0f6dc-52c5-5188-9c5f-b9591b7a3634,500.0,2024-03-21,Open - Repaying
1f248419-f8b9-538f-bfe8-02dfc21e84f6,800.0,2021-06-08,Paid Off - Paid In Full
c3605b9f-6908-580d-93af-131c1673cdd6,400.0,2023-11-13,Paid Off - Paid In Full
8f9c70ad-8066-51fe-90e0-9a36998edf62,800.0,2024-01-02,Paid Off - Paid In Full
a0bd65e0-e414-5df0-bb45-b1a61b864931,300.0,2021-08-09,Paid Off - Paid In Full
dfb92d0e-5a93-5bd2-984b-60070964792a,800.0,2024-03-22,Paid Off - Paid In Full
5250dd97-2b8f-5459-a2b4-8bca5de82fa3,300.0,2023-12-11,Closed - Charged-Off
d09fea18-7c50-545e-8c10-785bc35fb5da,800.0,2022-09-06,Closed - Settled in Full
ca6ef41b-aa86-5eb4-b33c-920bf7c0eb26,800.0,2024-02-20,Paid Off - Paid In Full
4bedba8b-3d1f-5ca4-b259-9c9bac33ed27,600.0,2021-12-02,Closed - Charged-Off
944133bb-ebda-5db2-9574-5928617fb312,400.0,2022-06-21,Closed - Charged-Off
8b09a3bf-fcfc-59c5-8f99-7f77e62758f8,800.0,2023-07-14,Closed - Settled in Full
f189246c-8c07-5e79-9f93-058fc5d85856,800.0,2024-02-09,Paid Off - Paid In Full
138e3e0c-b940-5464-89e1-e19d4e5a384d,300.0,2023-10-19,Paid Off - Paid In Full
9a235e74-5e00-52a6-a4d3-9f8e63498943,600.0,2023-11-30,Open - Repaying
0940923b-9292-5ed1-90fd-23d906e31220,500.0,2023-12-26,Closed - Charged-Off
403fe20d-d378-5415-945b-780807a63f4a,500.0,2023-05-19,Paid Off - Paid In Full
26b009f7-f07f-5c34-919f-e4076a61c32b,500.0,2024-01-16,Paid Off - Paid In Full
38c4dfff-fa20-5d90-9750-688731178d2b,800.0,2023-12-19,Paid Off - Paid In Full
4740e9fb-fcb2-53dd-a7d1-d312fabac9dc,800.0,2023-08-28,Paid Off - Paid In Full
fa43e930-21f1-5098-84ad-e9ba71420fcd,300.0,2020-12-01,Paid Off - Paid In Full
096e2f78-2646-5b94-8e5d-bda51667871b,1500.0,2022-08-16,Paid Off - Paid In Full
77f56feb-8008-5ff9-bed9-bab525a91859,1500.0,2022-12-16,Paid Off - Paid In Full
e86bbf29-8f80-55c2-80c6-6d3f507a623f,1500.0,2023-03-10,Paid Off - Paid In Full
ef9abf5d-31e9-5b50-8da0-41103c42c26f,1500.0,2023-11-17,Paid Off - Paid In Full
5ef712d2-30ab-5990-b2cb-cc95622f55a2,800.0,2024-03-11,Paid Off - Paid In Full
473afac6-6d91-5711-a381-b717680e233c,400.0,2022-11-18,Paid Off - Paid In Full
0a6b7920-c1e9-5b22-ae8b-cba8e98a9ad8,800.0,2023-12-26,Closed - Settled in Full
0cd56d76-46b7-58bd-a37b-af5fd97a0565,600.0,2024-04-02,Open - Repaying
7779b388-6a68-5d55-81f8-7ddf9b2eeaa3,300.0,2023-11-13,Paid Off - Paid In Full
8cf32d8a-44f4-5328-a220-8b5d68219d1b,800.0,2023-12-29,Closed - Charged-Off
18439cd5-e9d9-5e4e-8be5-115d9077ba8d,600.0,2024-01-23,Paid Off - Paid In Full
ec229d5d-0499-5d14-a1c7-63085159a16a,800.0,2024-03-25,Open - Repaying
54ab080b-fe8d-5394-bdeb-74798a2a3b3c,355.33,2024-07-19,Paid Off - Paid In Full
73cf2ec4-47f9-554a-9649-b9b42790d0a1,800.0,2024-04-08,Closed - Charged-Off
7ffd1f08-8a95-5e3c-be62-27e247e18138,1500.0,2023-11-16,Paid Off - Paid In Full
e682502a-f1d2-5f05-a6d1-0be1ea927654,600.0,2023-10-24,Paid Off - Paid In Full
5483085f-5e1b-582e-b40e-b3360ffc79aa,800.0,2024-02-27,Paid Off - Paid In Full
efcfc9aa-1688-57f6-9dbf-aa595885a6c9,300.0,2022-05-09,Paid Off - Paid In Full
35b2a0f3-c07c-5074-a72b-229881bb72f6,800.0,2023-11-27,Paid Off - Paid In Full
9b0ecaa1-a67e-570d-8090-f7d863bd9678,1500.0,2024-02-08,Paid Off - Paid In Full
8bf82802-d3fe-53d0-8f2d-bca909bc9525,800.0,2024-02-12,Paid Off - Paid In Full
cb87f6e5-b9a8-571b-bf64-d98a59fa436f,1500.0,2022-06-24,Closed - Charged-Off
80611e5b-0fea-5be9-8b4a-f9d99ada2839,800.0,2023-11-28,Paid Off - Paid In Full
3b5ec4f3-d78a-5985-961b-aa6c0ef7509c,800.0,2024-04-05,Closed - Charged-Off
7bfeac8c-deef-58e7-a1d6-510f6849cd3c,300.0,2024-04-01,Paid Off - Paid In Full
fefc40ea-59d2-51df-9667-672f4d2e8185,800.0,2024-04-01,Paid Off - Paid In Full
3994d90c-259e-516c-836f-22ba85dc8285,500.0,2023-10-13,Paid Off - Paid In Full
42ebfc16-16b0-5b13-9b03-69ad0760c1f9,700.0,2023-10-05,Paid Off - Paid In Full
548eab2e-fec4-57c5-b94a-2faa953b7e2d,800.0,2023-12-28,Paid Off - Paid In Full
4901e87b-6504-5459-87ac-be3f45ad63f2,800.0,2023-11-27,Paid Off - Paid In Full
5537d6b4-914a-5c3b-88bd-6b7018c95003,800.0,2023-12-14,Closed - Charged-Off
194b6ea5-2339-53f3-95df-e6fa0ff171be,265.5,2024-09-10,Paid Off - Paid In Full
17e8ff55-cbc2-52da-a68e-ad3f55e7e702,800.0,2023-10-13,Paid Off - Paid In Full
b16081dc-2154-574d-b4ec-bcaa0658782c,300.0,2024-01-29,Paid Off - Paid In Full
640010f7-ad9d-5daa-b9b2-5590fc2aa9b8,600.0,2022-01-12,Closed - Settled in Full
3e317d94-7cdd-572b-ab10-8040296758a9,800.0,2023-10-30,Closed - Charged-Off
db8a76a3-f71c-5634-bda2-111ebe360011,1500.0,2024-03-12,Open - Repaying
2bd5b8cb-6666-53e6-9976-709e3714561a,800.0,2023-12-29,Closed - Charged-Off
a987ecb8-f543-5f14-9e61-5c7fd5015d71,1500.0,2024-01-04,Paid Off - Paid In Full
5ed2dc3f-fd47-5161-ac82-2a92c2ef8223,1500.0,2024-01-24,Paid Off - Paid In Full
ef5163b7-0872-57a2-a561-e126becb8134,800.0,2022-11-14,Paid Off - Paid In Full
6ec09ee3-b171-5502-a364-032a646f0373,700.0,2023-12-04,Paid Off - Paid In Full
c7f8986e-24e0-5850-9a22-6f8f61336547,800.0,2023-12-21,Paid Off - Paid In Full
71d02911-158f-555d-91bc-411b0884d052,300.0,2023-09-05,Paid Off - Paid In Full
05d8c9a8-4862-52c2-b56e-53d47f8fdaf7,300.0,2023-10-04,Paid Off - Paid In Full
9752416e-fe84-5429-954c-ba4b1d6229ef,1200.0,2024-02-29,Paid Off - Paid In Full
e1ee149a-518e-57ff-9a4c-98af3323ad29,300.0,2024-01-16,Closed - Charged-Off
57296091-e30b-5b8d-a0af-45c2fb240a95,800.0,2023-10-26,Paid Off - Paid In Full
934e7c78-e8fa-5a43-87ef-0341e30e42f8,1000.0,2024-01-04,Paid Off - Paid In Full
77934708-1d63-596b-b080-77b470045f6c,500.0,2024-01-16,Paid Off - Paid In Full
2b26a2fe-2c6d-5650-b2f0-7a4f953f293f,500.0,2024-01-02,Paid Off - Paid In Full
a14a63e6-cd04-5557-8bf3-246a387f8609,1500.0,2022-08-25,Paid Off - Paid In Full
6e4d934b-e112-5dee-81fd-0b7a8603d764,1500.0,2023-09-27,Paid Off - Paid In Full
08367a78-be01-5ece-bb3b-cbe0ef7b06d4,600.0,2022-12-05,Closed - Charged-Off
b7ba656a-6f8a-55e8-9c1d-a70f8528e810,800.0,2020-02-04,Closed - Out of Statute
9e2b4bf9-aa34-5ee5-8585-a6ffef0cefd0,300.0,2022-01-05,Paid Off - Paid In Full
4d42ea79-261f-56f3-bca7-eed99587592a,300.0,2022-04-11,Paid Off - Paid In Full
9a5a7d22-d931-5000-becb-74a49f6993e9,400.0,2022-07-12,Paid Off - Paid In Full
73591fc5-6815-5065-bad9-9aa33ebf2519,400.0,2022-10-21,Paid Off - Paid In Full
414b4f6d-bd95-512b-834b-16c377c77b6f,300.0,2023-01-23,Paid Off - Paid In Full
01182f1c-9566-59d4-9623-b38370602bbf,400.0,2023-05-08,Paid Off - Paid In Full
88d8e93b-238e-509e-91d1-ec22682d794e,400.0,2023-08-21,Paid Off - Paid In Full
441e5e17-4461-5514-9181-09331915afb4,600.0,2023-11-27,Paid Off - Paid In Full
cd46707d-11ca-537b-b43c-77d4e19bcf0e,300.0,2023-05-04,Paid Off - Paid In Full
018c999f-2b85-545a-9c1d-72b72164b9a7,400.0,2024-02-20,Paid Off - Paid In Full
61f43f5e-8950-5925-8f7d-604b547b3cce,500.0,2024-01-09,Paid Off - Paid In Full
e6a11522-ab87-5d76-bac8-629a34b2b2ef,300.0,2022-05-16,Paid Off - Paid In Full
eb9a6d52-17e4-56a4-ba11-551dce94af0e,800.0,2022-10-03,Closed - Charged-Off
052bf8f9-d944-505e-b8f1-e1524c7f5c2b,600.0,2023-09-05,Closed - Charged-Off
9c9463db-ee24-52f7-88a4-fc611f312c9b,600.0,2021-08-20,Closed - Charged-Off
3609f50c-40c5-5d0f-bfc4-df95ea1e05b8,1500.0,2023-11-09,Paid Off - Paid In Full
3b3716c2-158f-5075-a32d-3331598733db,300.0,2021-11-01,Paid Off - Paid In Full
a847a292-0db6-5309-a8db-cc3f87817212,800.0,2021-11-29,Paid Off - Paid In Full
e51111a3-d0fc-5664-89ce-79c831da1b84,700.0,2022-02-15,Paid Off - Paid In Full
3b02b0ea-f58a-51f1-9c60-cc33e09c5ee4,800.0,2020-11-09,Paid Off - Paid In Full
9c41e8db-f110-59cb-8370-b6de79137261,600.0,2021-09-30,Paid Off - Paid In Full
ceebb787-f6b7-5089-97a4-2fd0fcdc9683,800.0,2022-03-14,Paid Off - Paid In Full
d9d36fe0-7f13-5b86-919f-1326e65f5358,800.0,2022-08-11,Paid Off - Paid In Full
ed2f9fb6-0387-55d1-bc8a-3f2184c50084,400.0,2023-12-11,Paid Off - Paid In Full
9a4000be-e617-53b4-ac9f-7c9b9d2744a3,1200.0,2022-11-07,Paid Off - Paid In Full
f55bcaba-8a29-5a3b-b8ed-90a9f6297f13,1200.0,2023-10-16,Paid Off - Paid In Full
c61ee187-5951-556d-b062-f2fb72a16d09,800.0,2023-10-10,Paid Off - Paid In Full
a1085839-fe76-578c-b1e0-2cdd82ed0109,800.0,2020-05-04,Paid Off - Paid In Full
eadd82a8-d8c4-5232-bdab-34e79b6e6e54,300.0,2024-04-09,Paid Off - Paid In Full
87974e10-2092-5350-b122-cb3173ed1794,400.0,2021-03-08,Paid Off - Paid In Full
6e8238f4-46ae-5301-afde-936b02bb1db7,600.0,2022-01-07,Paid Off - Paid In Full
f118ae0b-71d6-521c-aab7-3de2ca450b8b,800.0,2022-04-07,Closed - Charged-Off
968322e2-55eb-52d5-8593-6ac5b5779fc4,600.0,2021-12-28,Paid Off - Paid In Full
ad709bcb-b1ca-5006-9813-d72c67242915,1200.0,2023-08-08,Paid Off - Paid In Full
aa59348f-92f7-5646-8e5c-ece84d983c25,500.0,2023-06-26,Paid Off - Paid In Full
3b5da837-6dac-5920-8c88-3b3feb191e39,800.0,2020-03-11,Paid Off - Paid In Full
1f03f156-25a7-507b-8a31-542512e07a13,800.0,2020-07-23,Paid Off - Paid In Full
9ad538c3-c399-5666-9cc0-79d60f481b99,800.0,2020-12-09,Paid Off - Paid In Full
cd2d8a2c-2f7c-5732-b033-a12ac8f2fcd4,700.0,2024-02-05,Paid Off - Paid In Full
f2b07739-a8dd-5bd1-bc5c-7de3140cf9c7,600.0,2021-11-30,Paid Off - Paid In Full
d898873b-0952-52cc-b3e6-503ec2e2b232,600.0,2023-04-25,Paid Off - Paid In Full
5e6787b0-2997-5557-88d7-e551c1d7ab3b,800.0,2022-11-04,Paid Off - Paid In Full
b198fee1-ac7d-5311-9077-990938fd17c0,800.0,2023-02-06,Paid Off - Paid In Full
5f686b32-bef5-5233-bb83-5b5101cdaad9,300.0,2024-04-04,Paid Off - Paid In Full
a068e713-eeb3-5eb0-9692-b0b3d748bcf6,500.0,2023-11-08,Paid Off - Paid In Full
80f43860-1976-5e9e-88cb-291dfd7cfc12,600.0,2024-02-12,Paid Off - Paid In Full
b4067846-2e89-53a3-a718-5516e2485390,600.0,2024-03-11,Closed - Charged-Off
4381de21-c2ed-5503-9722-fe1fd191c3cd,800.0,2021-06-17,Paid Off - Paid In Full
bbaa6ea1-8682-5442-87fc-7bb45272c41c,600.0,2021-10-08,Closed - Settled in Full
89a2c565-801c-5490-8e0f-e82db4753ca5,600.0,2024-01-26,Paid Off - Paid In Full
f9049109-e28c-577d-ad84-981699fd68cc,700.0,2021-09-02,Paid Off - Paid In Full
3b2cc31d-73e7-5017-9f89-e95918c7b892,500.0,2022-11-21,Paid Off - Paid In Full
e07739a5-eb82-5b97-bfec-f7f48b8305bb,1500.0,2024-03-12,Closed - Charged-Off
a7e5af24-130d-55b2-b999-61d89c1e84c4,800.0,2021-12-16,Closed - Settled in Full
5446f242-3324-5d52-bcbd-6b386801154f,800.0,2022-10-31,Paid Off - Paid In Full
1d81911e-7889-514e-be6a-3bf3a2f91076,800.0,2023-04-20,Closed - Settled in Full
a77c0b29-0896-5223-82e8-1e2f8764216a,300.0,2024-03-06,Paid Off - Paid In Full
c6ccb581-1805-58e4-a24f-ca818eec25ab,800.0,2024-03-13,Paid Off - Paid In Full
ac4ce697-b788-5dc2-bbdd-74ed22a3338a,1000.0,2023-08-04,Paid Off - Paid In Full
3737d20a-3e7d-5bee-b3af-6842e42a49c6,800.0,2024-04-05,Open - Repaying
16fd8b5c-8f3f-59db-bd79-555f996ad4e0,800.0,2024-01-31,Paid Off - Paid In Full
f6f7eb39-ee66-5380-bfc6-e4893fd25866,600.0,2024-03-18,Paid Off - Paid In Full
2cb7be15-0677-5661-9f51-f240c7b79d9c,1500.0,2024-04-01,Paid Off - Paid In Full
a0d4f53b-82d0-5165-ade7-4475b2d4d60d,800.0,2024-03-18,Paid Off - Paid In Full
c84ebf90-2d5c-5520-b0c2-4a7028c9cd41,800.0,2024-04-01,Closed - Charged-Off
166d0271-4fdf-5b34-b4cc-84f519689d34,600.0,2024-04-19,Paid Off - Paid In Full
c751ec4f-ab63-5b63-b691-02f5f7ceb387,800.0,2023-10-04,Closed - Charged-Off
842c89de-7594-5065-8743-04ae74ad456c,400.0,2024-04-02,Paid Off - Paid In Full
b434eca9-1ce0-5bb2-b9c2-7690d8e959ce,800.0,2023-09-22,Paid Off - Paid In Full
1a3532fa-66a1-560c-a7d0-2d2801b33196,500.0,2024-01-17,Paid Off - Paid In Full
25024532-a5a8-5716-9768-5a4dcf4e89e1,300.0,2024-03-13,Paid Off - Paid In Full
acf3069e-ec3b-54a1-adec-f570ac347047,800.0,2024-04-22,Paid Off - Paid In Full
c147690b-74ba-5ccf-ac15-986db9d8bb12,1000.0,2023-11-28,Paid Off - Paid In Full
f2be632e-3cdd-5607-9084-0e32d835f11b,800.0,2024-04-04,Paid Off - Paid In Full
797dbfe6-a1da-5e2f-a84a-30d756db8c62,600.0,2023-12-01,Closed - Charged-Off
b821db55-0244-5a1e-b022-f363902fae8b,800.0,2024-01-08,Paid Off - Paid In Full
23764d9e-03f7-5e36-94d8-451c0fd152ed,800.0,2024-04-02,Paid Off - Paid In Full
7a31f413-dd90-5098-bfc5-5b86556ee77f,1000.0,2023-11-30,Paid Off - Paid In Full
25fe8b4c-7a21-5d7d-9e29-3cf9aa4210f6,300.0,2024-02-28,Paid Off - Paid In Full
aff70947-a574-5d2c-b8bd-f8956f9eb91d,800.0,2024-01-23,Paid Off - Paid In Full
b4789a26-e8e2-5ea7-953c-76d169c6b78e,800.0,2023-11-20,Paid Off - Paid In Full
1d67424c-48b0-531b-ba16-e1214a8a3a66,1500.0,2024-03-25,Open - Repaying
697b8939-8444-5e7b-b20e-f71431ed7726,400.0,2023-12-15,Closed - Charged-Off
17ebaa4d-3402-5579-bd20-58e66710bbcd,800.0,2024-02-12,Closed - Charged-Off
611f149b-1d6e-57fa-8f5c-0d68856bec09,800.0,2024-01-29,Paid Off - Paid In Full
6a316a68-e46b-5b66-8375-ea50005ebe54,800.0,2023-08-14,Paid Off - Paid In Full
552945af-08db-5da1-b3f4-240c3b7cf8d8,800.0,2024-04-16,Closed - Charged-Off
d0f41766-85d6-5616-b063-037de6429588,800.0,2023-10-13,Paid Off - Paid In Full
c87db3f4-6fcb-5f5a-9b18-7eb12e386b89,700.0,2024-04-16,Closed - Charged-Off
1ee1dc79-58ab-54e6-a58a-8a8a24c3b355,800.0,2024-03-04,Closed - Charged-Off
b97c2a27-a211-54d2-8352-18629d6c32b9,500.0,2023-12-08,Paid Off - Paid In Full
ef8ca775-c461-5bc5-a7d3-60480571bcbe,400.0,2023-11-29,Paid Off - Paid In Full
308a5a6f-d2c5-5ec6-a253-2ce960b3557a,1000.0,2023-08-21,Paid Off - Paid In Full
99bd7026-a5c8-5a6b-921d-6375761c0374,800.0,2023-08-15,Paid Off - Paid In Full
722e8ad5-6516-579f-9741-343ec41bee4e,1500.0,2024-04-19,Closed - Charged-Off
b06ca587-f03c-5b6a-95d3-bd51dbc532b2,1500.0,2024-02-09,Paid Off - Paid In Full
f2d7f2ef-c95c-5166-b5ed-d4387fea8ffb,800.0,2024-01-29,Paid Off - Paid In Full
08234537-2ac5-5cce-9ecb-1bdf14a2653a,800.0,2023-11-24,Paid Off - Paid In Full
f8507ad3-44f1-5c4e-b330-a4daefbb462b,1500.0,2024-04-19,Closed - Charged-Off
e95c3aed-ea89-5c87-b853-00027f156240,600.0,2024-04-15,Paid Off - Paid In Full
b4a19224-cbd5-5396-adf6-2a7523c3f02a,600.0,2024-01-16,Paid Off - Paid In Full
591b0f68-d995-557c-9f0a-72c71fe7d4a4,300.0,2020-03-04,Paid Off - Paid In Full
f58a24d9-e55a-51d8-b8c0-572b763e91e3,400.0,2021-06-16,Paid Off - Paid In Full
432cc9e5-bd35-5034-ab00-ba65f48521b4,800.0,2021-08-23,Paid Off - Paid In Full
9da52346-d4d3-515b-ab1f-4e2b720b775a,300.0,2022-04-18,Paid Off - Paid In Full
6629515e-f4e1-5345-bdc7-e14546e10158,800.0,2020-03-10,Paid Off - Paid In Full
66fcfe4c-6226-5ee3-8204-bdfe7d882cba,800.0,2021-03-19,Paid Off - Paid In Full
2a684e4d-d1e7-5bb3-a437-f0f66cf1b931,600.0,2022-09-02,Paid Off - Paid In Full
16e9f6e4-309f-5354-821e-d5aa177aa899,800.0,2023-10-04,Paid Off - Paid In Full
974562c8-e727-5fc9-8d8b-8ad563562241,800.0,2023-12-26,Paid Off - Paid In Full
1a380669-816c-50b1-b601-fe01141e53f3,400.0,2020-11-13,Paid Off - Paid In Full
7bef6890-af27-5c5a-bdf0-a285e74c51f3,300.0,2021-04-28,Paid Off - Paid In Full
f0bff2b1-4cf7-5e29-bec7-59235d252769,600.0,2022-12-06,Paid Off - Paid In Full
31e72fbd-cb1e-5080-bb52-49275b009a7d,600.0,2021-08-30,Paid Off - Paid In Full
1401db8f-bca9-5b5e-9ca3-bb8016ccc699,300.0,2020-08-28,Paid Off - Paid In Full
969ae846-17e5-5297-beb3-1656d2367e29,800.0,2024-04-17,Paid Off - Paid In Full
479014ee-c8e8-50ce-8055-90c714b3865e,300.0,2022-02-14,Paid Off - Paid In Full
25470ceb-675c-54ec-8c88-5873c712f10f,300.0,2022-03-08,Paid Off - Paid In Full
54cb2d6e-5b36-5301-8256-153c2b09f2fc,300.0,2022-07-12,Paid Off - Paid In Full
9a1b3257-7402-5d46-a9f2-9b3fa6ae3a9b,300.0,2022-07-18,Paid Off - Paid In Full
36e9d11a-e404-5e22-907a-b19414d34336,800.0,2023-03-01,Paid Off - Paid In Full
84d241ba-ffeb-54e0-8e13-c69dfe33a1eb,800.0,2024-03-01,Open - Repaying
d0f316d9-9065-57b3-941b-421580189338,800.0,2023-11-08,Paid Off - Paid In Full
ee1e19f8-f137-50b7-8adf-f7667f7ccc6a,500.0,2020-03-13,Paid Off - Paid In Full
bc686d6e-9b45-5817-8596-554cdb402150,300.0,2022-03-21,Paid Off - Paid In Full
d05b1da4-8f2b-5318-ac13-90197ab5e809,600.0,2020-06-19,Paid Off - Paid In Full
efb9dccd-6849-5866-a6ca-fd96494e6b5d,500.0,2020-10-08,Paid Off - Paid In Full
76ebfcd5-2a72-5abe-8502-5b11e598acbc,800.0,2024-01-22,Paid Off - Paid In Full
ef53340f-7a66-5a17-af24-a0bb74b21159,600.0,2020-08-25,Paid Off - Paid In Full
1df79ded-0015-5343-b53c-5d754e482380,300.0,2022-12-20,Paid Off - Paid In Full
30299771-d00c-5716-98b8-34e79c8c53e8,500.0,2023-11-14,Paid Off - Paid In Full
a06e670a-41db-50d6-8b61-6a3f13513ee8,300.0,2022-01-05,Paid Off - Paid In Full
08fae053-7d6b-5728-b17c-461937f0a864,800.0,2020-07-13,Paid Off - Paid In Full
46cf0cea-7dee-58db-a236-1a2ee5b9b590,500.0,2023-03-27,Paid Off - Paid In Full
f345debb-7220-5bf4-b91d-7991e68f6fc8,800.0,2024-01-05,Closed - Settled in Full
071ea60a-a665-5ef3-b742-fd598a91a277,800.0,2023-06-30,Paid Off - Paid In Full
46223dc9-c29a-5ba6-9863-76261bef302e,800.0,2023-10-18,Paid Off - Paid In Full
e6623e7c-97f4-5d69-b2e4-5e73be991a1b,300.0,2021-12-10,Paid Off - Paid In Full
67c4d5d0-c18d-5450-ac93-536f4557df52,300.0,2022-04-27,Paid Off - Paid In Full
4a83b4a7-6e50-55ca-9e3f-37e66fe973fe,800.0,2024-03-08,Paid Off - Paid In Full
b68fa1d7-f77b-5469-858c-21dbf494ba51,300.0,2024-04-01,Paid Off - Paid In Full
2056b94d-e59c-590a-8b22-9ff4a223399f,400.0,2024-03-04,Open - Repaying
76442237-56a9-5f0e-8d5b-d934fc9054d2,500.0,2023-11-20,Paid Off - Paid In Full
357a2180-9f00-5a51-aeea-3131fbecd528,1000.0,2023-11-29,Paid Off - Paid In Full
637e4cf6-f11d-5acd-8acc-6936a62cfc67,1000.0,2024-03-07,Paid Off - Paid In Full
a994dfe1-14e9-5afe-983a-673cd7fe82ce,500.0,2023-02-13,Closed - Charged-Off
e7ec7115-ee8e-552a-acc9-464026527f2e,400.0,2024-04-10,Paid Off - Paid In Full
4f92b976-fd67-58a6-bad0-7113eb48ca40,800.0,2023-12-19,Paid Off - Paid In Full
7ddfb0ac-5e0b-5a27-acd2-8a2a0e022945,500.0,2024-01-04,Paid Off - Paid In Full
ebf68430-1304-5d8a-b8b1-e60b72f451f9,600.0,2024-01-26,Paid Off - Paid In Full
c0db66d5-4f91-5a0f-bac1-98a2a300ae1a,800.0,2023-10-10,Paid Off - Paid In Full
